Wall time,Step,Value
1555694778.6731584,1282000,47.0
1555694810.0162296,1288000,36.0
1555694847.0440824,1295000,57.0
1555694878.959434,1301000,67.0
1555694932.6221225,1311000,45.0
1555694964.036436,1317000,52.0
1555694980.0034337,1320000,38.0
1555695022.3552575,1328000,45.0
1555695038.6372917,1331000,30.0
1555695054.366912,1334000,34.0
1555695070.0844147,1337000,68.0
1555695075.3392346,1338000,53.0
1555695170.7934427,1356000,43.0
1555695251.6281173,1371000,47.0
1555695331.4362545,1386000,48.0
1555695347.3037565,1389000,33.0
1555695352.8712444,1390000,50.0
1555695363.660461,1392000,50.0
1555695368.9083793,1393000,46.0
1555695485.9207876,1415000,61.0
1555695512.6763163,1420000,39.0
1555695528.7590163,1423000,50.0
1555695550.8761837,1427000,39.0
1555695561.388692,1429000,41.0
1555695583.1287892,1433000,73.0
1555695604.394073,1437000,54.0
1555695626.3298125,1441000,51.0
1555695759.6827369,1466000,43.0
1555695764.9640949,1467000,44.0
1555695824.7411888,1478000,38.0
1555695867.5184128,1486000,53.0
1555695872.8471131,1487000,28.0
1555695888.9751737,1490000,44.0
1555695899.8484952,1492000,56.0
1555695953.2401235,1502000,46.0
1555695990.3652353,1509000,39.0
1555696070.9034493,1524000,37.0
1555696076.1996684,1525000,41.0
1555696092.0989518,1528000,52.0
1555696221.6759422,1552000,34.0
1555696226.9990613,1553000,46.0
1555696237.5998707,1555000,41.0
1555696312.6445053,1569000,30.0
1555696318.2712226,1570000,42.0
1555696366.388464,1579000,30.0
1555696398.7889,1585000,33.0
1555696420.002912,1589000,40.0
1555696469.339462,1598000,52.0
1555696507.0808237,1605000,41.0
1555696512.396992,1606000,20.0
1555696539.485091,1611000,51.0
1555696581.796578,1619000,31.0
1555696630.0497055,1628000,56.0
1555696657.2104743,1633000,51.0
1555696683.8504813,1638000,52.0
1555696701.4012194,1641000,30.0
1555696727.8966203,1646000,41.0
1555696743.7765832,1649000,48.0
1555696765.6019826,1653000,27.0
1555696808.760789,1661000,43.0
1555696851.365541,1669000,35.0
1555696889.352887,1676000,43.0
1555696927.2751763,1683000,11.0
1555696976.9074447,1692000,22.0
1555696998.108655,1696000,23.0
1555697003.4196153,1697000,26.0
1555697008.715944,1698000,39.0
1555697019.6396976,1700000,29.0
1555697035.7980995,1703000,45.0
1555697073.1118896,1710000,51.0
1555697121.362601,1719000,30.0
1555697175.120181,1729000,48.0
1555697197.0084822,1733000,27.0
1555697208.6661012,1735000,58.0
1555697224.5532155,1738000,57.0
1555697251.829033,1743000,54.0
1555697267.7659028,1746000,43.0
1555697273.1315289,1747000,50.0
1555697278.477754,1748000,40.0
1555697305.693558,1753000,43.0
1555697380.8109214,1767000,32.0
1555697429.358187,1776000,26.0
1555697463.161369,1782000,43.0
1555697500.5953918,1789000,31.0
1555697506.291271,1790000,17.0
1555697554.5987835,1799000,44.0
1555697592.63046,1806000,28.0
1555697657.4850621,1818000,15.0
1555697707.2706351,1827000,54.0
1555697729.3352005,1831000,53.0
1555697783.3818734,1841000,40.0
1555697804.721058,1845000,58.0
1555697831.9241614,1850000,55.0
1555697853.6301808,1854000,45.0
1555697925.488279,1867000,26.0
1555697942.019017,1870000,32.0
1555697974.6409903,1876000,41.0
1555697980.0083487,1877000,30.0
1555697985.3649294,1878000,52.0
1555698171.5075667,1912000,44.0
1555698203.553482,1918000,44.0
1555698241.7698255,1925000,43.0
1555698274.7291648,1931000,16.0
1555698296.1164563,1935000,36.0
1555698306.7891796,1937000,34.0
1555698317.4771419,1939000,24.0
1555698350.3491936,1945000,45.0
1555698367.4566016,1948000,39.0
1555698378.5098267,1950000,44.0
1555698394.9146967,1953000,39.0
1555698475.8357918,1968000,49.0
1555698486.9439864,1970000,57.0
1555698552.1144528,1982000,36.0
1555698557.419582,1983000,39.0
1555698562.7417045,1984000,23.0
1555698639.326587,1998000,18.0
1555698661.5563781,2002000,37.0
1555698682.9970722,2006000,37.0
1555698726.5588534,2014000,49.0
1555698747.8813505,2018000,37.0
1555698792.480824,2026000,43.0
1555698803.1464496,2028000,26.0
1555698820.0600016,2031000,28.0
1555698836.1187418,2034000,36.0
1555698852.1773937,2037000,36.0
1555698879.8065908,2042000,38.0
1555698983.1610994,2061000,53.0
1555699049.4388628,2073000,40.0
1555699054.8153028,2074000,29.0
1555699070.9714954,2077000,35.0
1555699076.4533799,2078000,34.0
1555699087.7037456,2080000,50.0
1555699098.8985248,2082000,62.0
1555699120.434786,2086000,25.0
1555699142.356274,2090000,43.0
1555699169.6065965,2095000,32.0
1555699180.3810234,2097000,44.0
1555699263.726479,2112000,52.0
1555699285.0541606,2116000,23.0
1555699323.3582885,2123000,45.0
1555699427.86165,2142000,31.0
1555699443.943725,2145000,30.0
1555699449.3040588,2146000,35.0
1555699471.1828492,2150000,38.0
1555699482.324764,2152000,13.0
1555699510.1338615,2157000,22.0
1555699559.4637647,2166000,41.0
1555699581.4542038,2170000,17.0
1555699592.7415295,2172000,22.0
1555699603.5374513,2174000,26.0
1555699625.05485,2178000,30.0
1555699679.7989907,2188000,22.0
1555699691.088917,2190000,56.0
1555699702.2658532,2192000,34.0
1555699707.644349,2193000,19.0
1555699729.0765655,2197000,28.0
1555699745.6355777,2200000,36.0
1555699788.993516,2208000,36.0
1555699812.4585493,2212000,26.0
1555699888.8181522,2226000,33.0
1555699910.836599,2230000,36.0
1555699922.0823157,2232000,25.0
1555699948.9026935,2237000,32.0
1555699954.2453465,2238000,44.0
1555699965.4465394,2240000,35.0
1555699982.057815,2243000,29.0
1555699992.7814884,2245000,33.0
1555700003.4876394,2247000,39.0
1555700008.8519514,2248000,46.0
1555700047.4977033,2255000,29.0
1555700063.5978866,2258000,31.0
1555700091.4204252,2263000,63.0
1555700196.5484698,2282000,19.0
1555700251.2035599,2292000,29.0
1555700283.531093,2298000,30.0
1555700318.028937,2304000,25.0
1555700339.630307,2308000,48.0
1555700345.0499284,2309000,25.0
1555700405.7650063,2320000,26.0
1555700411.665564,2321000,42.0
1555700422.4369092,2323000,34.0
1555700493.5801575,2336000,34.0
1555700549.8408563,2346000,49.0
1555700599.5663624,2355000,28.0
1555700693.4699173,2372000,48.0
1555700793.5411482,2390000,35.0
1555700799.464393,2391000,13.0
1555700810.2539132,2393000,49.0
1555700854.3645227,2401000,35.0
1555700865.1830575,2403000,41.0
1555700887.889369,2407000,21.0
1555700942.9522872,2417000,40.0
1555700987.2035275,2425000,35.0
1555700992.5890467,2426000,34.0
1555701054.246281,2437000,21.0
1555701098.5602918,2445000,54.0
1555701132.1329591,2451000,17.0
1555701137.536733,2452000,31.0
1555701148.3527186,2454000,28.0
1555701159.1623597,2456000,24.0
1555701187.3366742,2461000,35.0
1555701326.395278,2486000,36.0
1555701331.8039842,2487000,24.0
1555701387.130379,2497000,42.0
1555701397.9608305,2499000,32.0
1555701422.0155854,2503000,19.0
1555701427.4205189,2504000,30.0
1555701504.5873003,2518000,17.0
1555701538.4179122,2524000,40.0
1555701565.5747662,2529000,26.0
1555701578.776442,2531000,25.0
1555701589.6218214,2533000,49.0
1555701600.4724681,2535000,27.0
1555701672.215971,2548000,22.0
1555701695.1366472,2552000,68.0
1555701706.0128422,2554000,43.0
1555701722.3145506,2557000,25.0
1555701773.5352774,2566000,10.0
1555701778.9810324,2567000,37.0
1555701834.7516222,2577000,30.0
1555701845.6756759,2579000,12.0
1555701913.6008239,2591000,26.0
1555701920.158712,2592000,31.0
1555701925.593312,2593000,39.0
1555701947.4080637,2597000,34.0
1555701970.5144587,2601000,31.0
1555702003.2352707,2607000,21.0
1555702099.8403828,2624000,24.0
1555702133.1023524,2630000,39.0
1555702139.2000537,2631000,45.0
1555702183.047286,2639000,21.0
1555702216.9260664,2645000,33.0
1555702252.011965,2651000,25.0
1555702279.315947,2656000,34.0
1555702385.4580774,2675000,41.0
1555702408.4374263,2679000,14.0
1555702420.7456841,2681000,27.0
1555702448.1651409,2686000,15.0
1555702476.8910117,2691000,12.0
1555702549.3038173,2704000,26.0
1555702590.0170014,2711000,13.0
1555702673.3115823,2726000,24.0
1555702741.7140794,2738000,29.0
1555702759.5610425,2741000,32.0
1555702792.6128902,2747000,22.0
1555702837.892663,2755000,31.0
1555702843.369835,2756000,42.0
1555702848.8255372,2757000,33.0
1555702854.3033235,2758000,24.0
1555702906.1059513,2767000,44.0
1555703036.4548223,2790000,30.0
1555703042.5900033,2791000,29.0
1555703048.040894,2792000,35.0
1555703086.268423,2799000,20.0
1555703148.7012146,2810000,54.0
1555703160.3941157,2812000,14.0
1555703228.8732784,2824000,39.0
1555703234.3718581,2825000,21.0
1555703250.8995976,2828000,32.0
1555703262.6118581,2830000,18.0
1555703268.816527,2831000,24.0
1555703279.813965,2833000,8.0
1555703388.155836,2852000,12.0
1555703433.0083714,2860000,29.0
1555703502.4377558,2872000,6.0
1555703507.9433825,2873000,30.0
1555703553.5031269,2881000,19.0
1555703559.0378313,2882000,20.0
1555703592.2350209,2888000,19.0
1555703610.2749267,2891000,30.0
1555703644.374291,2897000,33.0
1555703667.7972722,2901000,14.0
1555703763.0254364,2918000,44.0
1555703774.824802,2920000,38.0
1555703782.2248423,2921000,20.0
1555703787.711678,2922000,21.0
1555703849.8547912,2933000,38.0
1555703953.4975703,2951000,28.0
1555704048.8797987,2968000,41.0
1555704090.3641706,2975000,13.0
1555704095.8849287,2976000,20.0
1555704112.4446957,2979000,26.0
1555704204.1143785,2995000,21.0
1555704227.3039885,2999000,23.0
1555704256.510863,3004000,19.0
1555704267.567555,3006000,52.0
1555704278.6059391,3008000,8.0
1555704290.4410367,3010000,31.0
1555704302.2807338,3012000,31.0
1555704324.4037929,3016000,30.0
1555704329.916405,3017000,30.0
1555704393.2594872,3028000,24.0
1555704411.4388654,3031000,33.0
1555704455.5672798,3039000,25.0
1555704473.7395194,3042000,26.0
1555704479.3090804,3043000,17.0
1555704526.624296,3051000,30.0
1555704611.6954987,3066000,34.0
1555704634.7106404,3070000,32.0
1555704647.8244393,3072000,18.0
1555704733.0421865,3087000,27.0
1555704809.1352222,3100000,11.0
1555704942.6218176,3123000,32.0
1555705027.6688786,3138000,15.0
1555705033.2351418,3139000,39.0
1555705069.567462,3145000,29.0
1555705075.147885,3146000,33.0
1555705104.844674,3151000,18.0
1555705132.791399,3156000,21.0
1555705156.0305588,3160000,40.0
1555705168.070332,3162000,24.0
1555705260.0951543,3178000,24.0
1555705323.0655901,3189000,25.0
1555705364.814441,3196000,25.0
1555705370.344897,3197000,24.0
1555705411.052035,3204000,8.0
1555705427.7308161,3207000,19.0
1555705567.8620653,3231000,12.0
1555705584.618781,3234000,37.0
1555705626.633086,3241000,27.0
1555705643.3842268,3244000,5.0
1555705648.998525,3245000,16.0
1555705660.1197357,3247000,17.0
1555705665.6929202,3248000,3.0
1555705781.9340246,3268000,32.0
1555705811.5817132,3273000,24.0
1555705863.7129247,3282000,20.0
1555705876.076413,3284000,27.0
1555705887.249199,3286000,28.0
1555705928.2188847,3293000,15.0
1555706002.429246,3306000,28.0
1555706014.664279,3308000,27.0
1555706049.853226,3314000,26.0
1555706096.4991908,3322000,43.0
1555706129.9863427,3328000,28.0
1555706135.594259,3329000,26.0
1555706166.6571999,3334000,20.0
1555706194.7025201,3339000,17.0
1555706235.9565277,3346000,23.0
1555706306.324835,3358000,8.0
1555706330.6439724,3362000,15.0
1555706405.6278026,3375000,27.0
1555706416.8347788,3377000,15.0
1555706429.1474178,3379000,16.0
1555706447.8057241,3382000,35.0
1555706475.8372104,3387000,24.0
1555706576.0213792,3404000,25.0
1555706604.1200802,3409000,23.0
1555706710.3243287,3427000,8.0
1555706734.8074985,3431000,9.0
1555706751.5205908,3434000,34.0
1555706779.369023,3439000,21.0
1555706821.528445,3446000,6.0
1555706844.917614,3450000,7.0
1555706857.1355562,3452000,8.0
1555706890.6252236,3458000,15.0
1555706896.2204106,3459000,12.0
1555706931.8677373,3465000,3.0
1555706974.30887,3472000,15.0
1555707007.8367894,3478000,22.0
1555707026.7832854,3481000,23.0
1555707061.5747721,3487000,7.0
1555707125.1461117,3498000,29.0
1555707137.3434026,3500000,15.0
1555707196.550309,3510000,30.0
1555707214.4555223,3513000,15.0
1555707225.7217512,3515000,16.0
1555707254.8378723,3520000,12.0
1555707349.3150976,3536000,23.0
1555707360.6368554,3538000,10.0
1555707396.5913124,3544000,24.0
1555707419.161942,3548000,30.0
1555707431.4816687,3550000,22.0
1555707515.0831156,3564000,27.0
1555707585.0308115,3576000,13.0
1555707616.5848413,3581000,7.0
1555707686.5069826,3593000,19.0
1555707692.1230888,3594000,7.0
1555707727.0360637,3600000,43.0
1555707734.88248,3601000,7.0
1555707815.7896018,3615000,16.0
1555707838.2196019,3619000,29.0
1555707851.6216497,3621000,29.0
1555707863.997207,3623000,27.0
1555707880.832097,3626000,12.0
1555707897.6900992,3629000,16.0
1555707999.1932206,3646000,8.0
1555708063.56351,3657000,38.0
1555708069.2295933,3658000,26.0
1555708105.1412501,3664000,4.0
1555708147.7630122,3671000,13.0
1555708288.704509,3695000,22.0
1555708325.021699,3701000,3.0
1555708336.1704664,3703000,24.0
1555708459.9290917,3724000,24.0
1555708476.855339,3727000,17.0
1555708502.857296,3731000,19.0
1555708508.4983442,3732000,29.0
1555708514.172403,3733000,24.0
1555708548.0189373,3739000,50.0
1555708567.3442245,3742000,9.0
1555708578.670943,3744000,16.0
1555708633.1381636,3753000,4.0
1555708674.038165,3760000,21.0
1555708703.4370503,3765000,17.0
1555708752.0785778,3773000,6.0
1555708774.6184413,3777000,23.0
1555708799.5093756,3781000,11.0
1555708876.4614532,3794000,0.0
1555708887.739934,3796000,0.0
1555708904.6385229,3799000,19.0
1555708978.5842528,3811000,7.0
1555709001.0590327,3815000,12.0
1555709030.505556,3820000,41.0
1555709043.0709147,3822000,40.0
1555709103.1596887,3832000,8.0
1555709114.374063,3834000,20.0
1555709125.6008277,3836000,12.0
1555709201.0564184,3849000,7.0
1555709297.2693067,3865000,35.0
1555709326.5951214,3870000,13.0
1555709368.33335,3877000,28.0
1555709517.7135732,3902000,15.0
1555709523.3653762,3903000,6.0
1555709529.0397313,3904000,39.0
1555709572.2987816,3911000,10.0
1555709631.1498904,3921000,8.0
1555709676.4362633,3929000,11.0
1555709719.722567,3936000,19.0
1555709743.6215048,3940000,7.0
1555709809.7127352,3951000,17.0
1555709844.6423872,3957000,17.0
1555709881.1056447,3963000,19.0
1555709989.057368,3981000,8.0
1555710011.8993373,3985000,21.0
1555710078.119445,3996000,14.0
1555710109.1096406,4001000,19.0
1555710137.4601085,4006000,23.0
1555710162.6118538,4010000,11.0
1555710169.6232264,4011000,29.0
1555710234.3608544,4022000,16.0
1555710240.026257,4023000,11.0
1555710306.0174887,4034000,14.0
1555710317.315668,4036000,19.0
1555710322.9694579,4037000,25.0
1555710365.3526595,4044000,11.0
1555710382.3578553,4047000,10.0
1555710388.0499918,4048000,39.0
1555710393.7371392,4049000,26.0
1555710431.7071865,4055000,9.0
1555710563.147606,4077000,9.0
1555710666.3015637,4094000,18.0
1555710694.6961975,4099000,23.0
1555710701.7738373,4100000,26.0
1555710714.5379686,4102000,18.0
1555710762.4727342,4110000,35.0
1555711111.1859787,4168000,2.0
1555711196.7790089,4182000,11.0
1555711202.481345,4183000,23.0
1555711269.697461,4194000,22.0
1555711275.4375966,4195000,6.0
1555711286.9172318,4197000,13.0
1555711298.4082272,4199000,0.0
1555711318.5172687,4202000,19.0
1555711324.2098117,4203000,6.0
1555711336.767669,4205000,8.0
1555711474.8038325,4228000,16.0
1555711506.1937323,4233000,7.0
1555711523.2850718,4236000,34.0
1555711540.4143572,4239000,18.0
1555711573.107641,4244000,17.0
1555711638.8126936,4255000,11.0
1555711694.2520342,4264000,26.0
1555711711.4602482,4267000,26.0
1555711717.187239,4268000,27.0
1555711771.7765577,4277000,46.0
1555711810.1841247,4283000,12.0
1555711904.4707475,4299000,4.0
1555711942.6621554,4305000,24.0
1555711965.3414354,4309000,29.0
1555712019.5039148,4318000,22.0
1555712033.566811,4320000,14.0
1555712086.3356018,4329000,20.0
1555712112.1913466,4333000,6.0
1555712147.5797,4339000,15.0
1555712179.110972,4344000,28.0
1555712214.7831082,4350000,30.0
1555712269.413443,4359000,8.0
1555712312.682336,4366000,15.0
1555712337.1718853,4370000,13.0
1555712391.7816792,4379000,28.0
1555712485.3704066,4394000,16.0
1555712528.9695075,4401000,22.0
1555712546.109165,4404000,13.0
1555712563.282965,4407000,17.0
1555712590.8373737,4411000,17.0
1555712596.6202054,4412000,34.0
1555712713.195818,4431000,7.0
1555712718.9219565,4432000,40.0
1555712730.364525,4434000,8.0
1555712766.358539,4440000,2.0
1555712785.1722522,4443000,12.0
1555712950.9636824,4470000,6.0
1555712987.1916523,4476000,30.0
1555713011.945445,4480000,4.0
1555713030.9115746,4483000,15.0
1555713081.3402548,4491000,32.0
1555713092.7912533,4493000,16.0
1555713196.5122428,4510000,4.0
1555713203.9170444,4511000,9.0
1555713320.10765,4530000,17.0
1555713327.5071871,4531000,5.0
1555713344.7178025,4534000,19.0
1555713389.498082,4541000,5.0
1555713401.0375204,4543000,13.0
1555713450.6047294,4551000,8.0
1555713462.1028395,4553000,17.0
1555713467.8535025,4554000,23.0
1555713547.142074,4567000,3.0
1555713558.6692524,4569000,26.0
1555713620.5173223,4579000,10.0
1555713641.2103145,4582000,19.0
1555713708.2337728,4593000,4.0
1555713726.8362036,4596000,1.0
1555713738.4269621,4598000,8.0
1555713751.7747438,4600000,4.0
1555713827.1300545,4612000,2.0
1555713928.2645853,4629000,9.0
1555714022.6762722,4644000,10.0
1555714060.2614255,4650000,13.0
1555714102.3918455,4657000,14.0
1555714152.1058226,4665000,11.0
1555714176.3353276,4669000,5.0
1555714220.421485,4676000,10.0
1555714226.2005546,4677000,22.0
1555714231.981528,4678000,19.0
1555714294.6462138,4688000,8.0
1555714424.547684,4709000,4.0
1555714457.27219,4714000,6.0
1555714487.6004066,4719000,2.0
1555714526.016127,4725000,6.0
1555714587.5233393,4735000,2.0
1555714619.3988636,4740000,0.0
1555714656.0485058,4746000,3.0
1555714681.1369767,4750000,2.0
1555714688.7159176,4751000,4.0
1555714736.059823,4759000,3.0
1555714757.116793,4762000,4.0
1555714762.917027,4763000,8.0
1555714774.4622931,4765000,20.0
1555714792.9298644,4768000,1.0
1555714798.7281096,4769000,3.0
1555714806.3512206,4770000,15.0
1555714848.685422,4777000,23.0
1555714867.91361,4780000,8.0
1555714875.5459557,4781000,9.0
1555714881.3641877,4782000,8.0
1555714887.154483,4783000,0.0
1555714898.7195783,4785000,9.0
1555714917.2321022,4788000,7.0
1555714923.0119429,4789000,9.0
1555714961.5126812,4795000,25.0
1555714999.9889412,4801000,15.0
1555715011.6080456,4803000,8.0
1555715029.0256317,4806000,0.0
1555715154.4411988,4826000,26.0
1555715166.0325084,4828000,6.0
1555715205.7721896,4834000,0.0
1555715250.2683914,4841000,2.0
1555715324.6800778,4853000,17.0
1555715443.89379,4872000,10.0
1555715455.4424205,4874000,11.0
1555715555.1816545,4890000,1.0
1555715574.465924,4893000,15.0
1555715585.991746,4895000,23.0
1555715591.777143,4896000,12.0
1555715711.0276494,4915000,14.0
1555715861.1281178,4939000,1.0
1555715882.5759583,4942000,7.0
1555715963.5083408,4955000,4.0
1555716014.005905,4963000,0.0
1555716064.5406632,4971000,2.0
1555716071.49489,4972000,6.0
1555716088.8999562,4975000,1.0
1555716100.5121424,4977000,2.0
1555716106.319081,4978000,5.0
1555716196.8244553,4992000,4.0
1555716245.5230422,5000000,5.0
1555716384.3159463,5022000,3.0
1555716420.2520502,5028000,5.0
1555716441.7465029,5031000,2.0
1555716482.248697,5038000,14.0
1555716567.0270755,5051000,7.0
1555716578.6152325,5053000,23.0
1555716584.3833833,5054000,11.0
1555716630.1975896,5061000,8.0
1555716740.352016,5079000,7.0
1555716842.7112715,5095000,4.0
1555716887.5076454,5102000,6.0
1555716917.714566,5107000,3.0
1555716923.5098014,5108000,16.0
1555716962.5669198,5114000,0.0
1555717043.399991,5127000,3.0
1555717054.9764044,5129000,7.0
1555717094.0692086,5135000,6.0
1555717111.4870682,5138000,0.0
1555717261.584613,5161000,0.0
1555717290.7812824,5166000,1.0
1555717372.3558946,5179000,7.0
1555717400.1419876,5183000,4.0
1555717515.390862,5201000,1.0
1555717563.0982044,5209000,0.0
1555717590.9061975,5213000,1.0
1555717712.1915786,5232000,28.0
1555717729.779762,5235000,5.0
1555717735.6731408,5236000,3.0
1555717748.5364072,5238000,11.0
1555717762.4483564,5240000,7.0
1555717770.4634275,5241000,3.0
1555717793.9583564,5245000,6.0
1555717799.816416,5246000,6.0
1555717869.9785132,5257000,11.0
1555717909.5103157,5263000,1.0
1555717932.9101994,5267000,4.0
1555718080.7026474,5290000,13.0
1555718165.1601431,5303000,8.0
1555718216.456141,5311000,7.0
1555718263.2618883,5319000,0.0
1555718335.7823813,5330000,3.0
1555718343.9453363,5331000,4.0
1555718437.9162686,5346000,7.0
1555718455.8533301,5349000,5.0
1555718528.5098357,5360000,12.0
1555718536.6725485,5361000,13.0
1555718554.2146983,5364000,7.0
1555718664.019792,5381000,3.0
1555718687.3858614,5385000,12.0
1555718711.9291523,5389000,4.0
1555718769.4274871,5398000,0.0
1555718804.640836,5403000,0.0
1555718816.371921,5405000,7.0
1555718828.0676458,5407000,8.0
1555718885.4645944,5416000,9.0
1555718920.6829154,5421000,1.0
1555718950.0670512,5426000,3.0
1555719040.399866,5440000,2.0
1555719048.6245883,5441000,9.0
1555719060.3750746,5443000,0.0
1555719089.7887633,5448000,6.0
1555719148.5782952,5457000,5.0
1555719188.6444974,5463000,0.0
1555719271.3253424,5476000,1.0
1555719330.116625,5485000,25.0
1555719376.0691862,5492000,1.0
1555719399.5375588,5496000,2.0
